Target gene,Representative transcript,Gene name,3P-seq tags + 5,Conserved sites total,Conserved 8mer sites,Conserved 7mer-m8 sites,Conserved 7mer-A1 sites,Poorly conserved sites total,Poorly conserved 8mer sites,Poorly conserved 7mer-m8 sites,Poorly conserved 7mer-A1 sites,6mer sites,Representative miRNA,Predicted occupancy (low miRNA),Predicted occupancy (high miRNA),Predicted occupancy (transfected miRNA),Cumulative weighted context++ score,Total context++ score,Aggregate PCT,"Previous TargetScan publication(s)
"
GIT1,ENST00000579937.1,G protein-coupled receptor kinase interacting ArfGAP 1 ,18,1,0,1,0,0,0,0,0,0,hsa-miR-140-5p,0.0053,0.0375,0.2091,-0.18,-0.25,0.5,"2009, 2011
"
PVRL3,ENST00000319792.3,poliovirus receptor-related 3 ,361,1,0,1,0,0,0,0,0,1,hsa-miR-140-5p,0.0083,0.059,0.3477,-0.18,-0.18,0.56,"NULL
"
TPCN1,ENST00000335509.6,two pore segment channel 1 ,401,1,0,1,0,0,0,0,0,1,hsa-miR-140-5p,0.008,0.0575,0.3551,-0.18,-0.18,0.64,2011
ENTPD5,ENST00000334696.6,ectonucleoside triphosphate diphosphohydrolase 5 ,105,1,0,1,0,0,0,0,0,0,hsa-miR-140-5p,0.005,0.0357,0.2148,-0.18,-0.18,0.44,2007
BCL2L2,ENST00000250405.5,BCL2-like 2 ,1380,1,0,1,0,0,0,0,0,0,hsa-miR-140-5p,0.0083,0.0585,0.3267,-0.18,-0.18,0.55,"2007, 2009, 2011
"
DYNC1LI2,ENST00000258198.2,"dynein, cytoplasmic 1, light intermediate chain 2 ",137,1,0,0,1,0,0,0,0,1,hsa-miR-140-5p,0.0059,0.0419,0.2507,-0.18,-0.21,0.57,2007
CDH11,ENST00000394156.3,"cadherin 11, type 2, OB-cadherin (osteoblast) ",448,1,0,1,0,0,0,0,0,0,hsa-miR-140-5p,0.0034,0.0243,0.1561,-0.17,-0.17,< 0.1,"NULL
"
NLK,ENST00000407008.3,nemo-like kinase ,61,1,1,0,0,0,0,0,0,0,hsa-miR-140-5p,0.0039,0.0273,0.1494,-0.17,-0.59,0.73,"2007, 2009, 2011
"
MECOM,ENST00000460814.1,MDS1 and EVI1 complex locus ,138,1,0,0,1,0,0,0,0,0,hsa-miR-140-5p,0.0057,0.0411,0.2656,-0.17,-0.18,0.45,"NULL
"
CADM3,ENST00000368125.4,cell adhesion molecule 3 ,5,1,0,1,0,1,0,1,0,0,hsa-miR-140-5p,0.0061,0.0439,0.283,-0.17,-0.17,0.75,2011
FYCO1,ENST00000296137.2,FYVE and coiled-coil domain containing 1 ,91,1,0,1,0,2,0,2,0,0,hsa-miR-140-5p,0.0117,0.0845,0.5378,-0.17,-0.18,0.48,"NULL
"
MOB1B,ENST00000309395.2,MOB kinase activator 1B ,54,1,0,1,0,0,0,0,0,0,hsa-miR-140-5p,0.0113,0.0792,0.4212,-0.17,-0.18,0.5,"NULL
"
MARK1,ENST00000366918.4,MAP/microtubule affinity-regulating kinase 1 ,192,1,1,0,0,0,0,0,0,0,hsa-miR-140-5p,0.006,0.0417,0.2222,-0.17,-0.4,0.65,"2009, 2011
"
ZHX1,ENST00000395571.3,zinc fingers and homeoboxes 1 ,88,1,0,0,1,0,0,0,0,1,hsa-miR-140-5p,0.0088,0.0632,0.3887,-0.17,-0.17,0.37,"2007, 2009, 2011
"
SULF2,ENST00000359930.4,sulfatase 2 ,103,1,0,0,1,0,0,0,0,0,hsa-miR-140-5p,0.0026,0.0188,0.1253,-0.17,-0.17,0.48,2011
SORCS1,ENST00000369698.1,sortilin-related VPS10 domain containing receptor 1 ,88,1,0,0,1,0,0,0,0,0,hsa-miR-140-5p,0.006,0.0435,0.2751,-0.17,-0.17,0.35,"NULL
"
RPS6KA6,ENST00000262752.2,"ribosomal protein S6 kinase, 90kDa, polypeptide 6 ",156,1,0,1,0,0,0,0,0,0,hsa-miR-140-5p,0.0106,0.0734,0.3756,-0.17,-0.17,0.54,2011
CCDC85C,ENST00000380243.4,coiled-coil domain containing 85C ,86,1,0,1,0,1,0,0,1,2,hsa-miR-140-5p,0.0064,0.046,0.2821,-0.17,-0.2,0.65,2011
ERBB2IP,ENST00000284037.5,erbb2 interacting protein ,177,1,0,1,0,0,0,0,0,0,hsa-miR-140-5p,0.0086,0.0604,0.3275,-0.17,-0.17,0.58,"2007, 2009, 2011
"
MAGI2,ENST00000419488.1,"membrane associated guanylate kinase, WW and PDZ domain containing 2 ",43,1,0,0,1,0,0,0,0,0,hsa-miR-140-5p,0.005,0.0363,0.2385,-0.16,-0.18,0.46,"2007, 2009, 2011
"
HMBOX1,ENST00000397358.3,homeobox containing 1 ,27,1,0,1,0,0,0,0,0,1,hsa-miR-140-5p,0.0088,0.0619,0.3301,-0.16,-0.16,0.44,"NULL
"
MATR3,ENST00000510056.1,matrin 3 ,216,1,0,0,1,0,0,0,0,0,hsa-miR-140-5p,0.0035,0.0255,0.1723,-0.16,-0.16,0.4,"NULL
"
PHF6,ENST00000332070.3,PHD finger protein 6 ,630,1,0,0,1,0,0,0,0,0,hsa-miR-140-5p,0.0072,0.0522,0.3396,-0.16,-0.16,0.38,2007
PPP1R9A,ENST00000289495.5,"protein phosphatase 1, regulatory subunit 9A ",46,1,0,1,0,1,0,1,0,1,hsa-miR-140-5p,0.0158,0.1147,0.741,-0.16,-0.19,0.49,"2009, 2011
"
ZNF827,ENST00000379448.4,zinc finger protein 827 ,17,2,1,1,0,0,0,0,0,0,hsa-miR-140-5p,0.0079,0.0572,0.3675,-0.16,-0.16,0.49,"2007, 2009, 2011
"
LHX9,ENST00000367390.3,LIM homeobox 9 ,40,1,0,0,1,0,0,0,0,0,hsa-miR-140-5p,0.0041,0.0296,0.2018,-0.16,-0.16,0.4,"NULL
"
FOXN2,ENST00000340553.3,forkhead box N2 ,441,1,0,1,0,0,0,0,0,0,hsa-miR-140-5p,0.006,0.0438,0.287,-0.16,-0.16,0.45,"2007, 2009, 2011
"
IMPG1,ENST00000369963.3,interphotoreceptor matrix proteoglycan 1 ,5,1,0,0,1,1,0,1,0,1,hsa-miR-140-5p,0.0057,0.0415,0.2836,-0.16,-0.16,< 0.1,"NULL
"
ABCA1,ENST00000374736.3,"ATP-binding cassette, sub-family A (ABC1), member 1 ",184,1,0,1,0,0,0,0,0,0,hsa-miR-140-5p,0.0112,0.0789,0.452,-0.16,-0.17,0.62,"2007, 2009, 2011
"
IFFO2,ENST00000455833.2,intermediate filament family orphan 2 ,139,1,0,1,0,0,0,0,0,0,hsa-miR-140-5p,0.0064,0.0448,0.2476,-0.16,-0.19,0.46,2011
NUCKS1,ENST00000367142.4,nuclear casein kinase and cyclin-dependent kinase substrate 1 ,1692,2,1,1,0,0,0,0,0,1,hsa-miR-140-5p,0.0038,0.0274,0.1705,-0.15,-0.55,0.49,2011
CDK17,ENST00000543119.2,cyclin-dependent kinase 17 ,475,1,0,0,1,0,0,0,0,0,hsa-miR-140-5p,0.0026,0.0193,0.1292,-0.15,-0.16,0.47,2011
SBF1,ENST00000380817.3,SET binding factor 1 ,2045,1,0,0,1,0,0,0,0,0,hsa-miR-140-5p,0.0064,0.0457,0.2779,-0.15,-0.15,0.51,"NULL
"
CTTNBP2,ENST00000160373.3,cortactin binding protein 2 ,29,1,0,0,1,0,0,0,0,0,hsa-miR-140-5p,0.0022,0.0163,0.1163,-0.15,-0.15,0.33,2007
ERBB4,ENST00000342788.4,v-erb-b2 avian erythroblastic leukemia viral oncogene homolog 4 ,27,1,0,1,0,0,0,0,0,1,hsa-miR-140-5p,0.0117,0.0836,0.5143,-0.15,-0.18,0.48,2011
SLC44A2,ENST00000586078.1,"solute carrier family 44 (choline transporter), member 2 ",720,1,1,0,0,0,0,0,0,0,hsa-miR-140-5p,0.0029,0.0208,0.1302,-0.15,-0.35,0.52,"2009, 2011
"
TOP2B,ENST00000542520.1,topoisomerase (DNA) II beta 180kDa ,28,2,0,2,0,0,0,0,0,0,hsa-miR-140-5p,0.0033,0.0234,0.1379,-0.15,-0.67,0.74,"NULL
"
ATP11A,ENST00000487903.1,"ATPase, class VI, type 11A ",731,1,0,1,0,1,0,1,0,1,hsa-miR-140-5p,0.0085,0.0613,0.3787,-0.15,-0.21,0.71,2011
LYSMD3,ENST00000509384.1,"LysM, putative peptidoglycan-binding, domain containing 3 ",92,1,1,0,0,0,0,0,0,0,hsa-miR-140-5p,0.0021,0.0153,0.0904,-0.15,-0.42,0.31,"2007, 2011
"
AMER1,ENST00000330258.3,APC membrane recruitment protein 1 ,11,1,0,1,0,1,0,0,1,1,hsa-miR-140-5p,0.0154,0.1077,0.5882,-0.15,-0.15,0.46,"2007, 2009, 2011
"
HNRNPH3,ENST00000265866.7,heterogeneous nuclear ribonucleoprotein H3 (2H9) ,4505,1,0,1,0,0,0,0,0,0,hsa-miR-140-5p,0.0079,0.0535,0.2433,-0.15,-0.34,0.54,"2007, 2009, 2011
"
ZBTB41,ENST00000367405.4,zinc finger and BTB domain containing 41 ,33,1,1,0,0,0,0,0,0,0,hsa-miR-140-5p,0.003,0.0219,0.1406,-0.15,-0.16,0.25,"2009, 2011
"
HEY1,ENST00000354724.3,hairy/enhancer-of-split related with YRPW motif 1 ,33,1,1,0,0,0,0,0,0,0,hsa-miR-140-5p,0.0028,0.0193,0.1045,-0.15,-0.49,0.31,2011
OSBPL6,ENST00000190611.4,oxysterol binding protein-like 6 ,85,1,0,1,0,0,0,0,0,0,hsa-miR-140-5p,0.0059,0.0427,0.2689,-0.15,-0.2,0.45,"2007, 2011
"
BICC1,ENST00000373886.3,bicaudal C homolog 1 (Drosophila) ,165,1,0,1,0,0,0,0,0,0,hsa-miR-140-5p,0.0091,0.0657,0.4123,-0.15,-0.15,0.53,"NULL
"
FAM178A,ENST00000238961.4,"family with sequence similarity 178, member A ",130,1,0,1,0,0,0,0,0,0,hsa-miR-140-5p,0.0067,0.0463,0.2444,-0.14,-0.27,0.59,"2007, 2009, 2011
"
PRPF38A,ENST00000257181.9,pre-mRNA processing factor 38A ,892,1,0,1,0,1,0,1,0,0,hsa-miR-140-5p,0.0034,0.0244,0.1548,-0.14,-0.44,0.63,"NULL
"
PAX5,ENST00000358127.4,paired box 5 ,5,2,0,2,0,0,0,0,0,0,hsa-miR-140-5p,0.0108,0.0777,0.4824,-0.14,-0.14,0.74,"NULL
"
LDLR,ENST00000558518.1,low density lipoprotein receptor ,1462,1,0,1,0,0,0,0,0,0,hsa-miR-140-5p,0.0091,0.0627,0.3069,-0.14,-0.19,0.58,2011
C20orf144,ENST00000375222.3,chromosome 20 open reading frame 144 ,10,1,0,1,0,0,0,0,0,1,hsa-miR-140-5p,0.0038,0.0272,0.1598,-0.14,-0.31,0.48,"NULL
"
PAFAH1B2,ENST00000527958.1,"platelet-activating factor acetylhydrolase 1b, catalytic subunit 2 (30kDa) ",180,1,1,0,0,0,0,0,0,0,hsa-miR-140-5p,0.0025,0.0179,0.106,-0.14,-0.43,0.55,2011
SH3D19,ENST00000409598.4,SH3 domain containing 19 ,245,1,0,1,0,0,0,0,0,1,hsa-miR-140-5p,0.0044,0.0312,0.1881,-0.14,-0.23,0.46,"NULL
"
MFHAS1,ENST00000276282.6,malignant fibrous histiocytoma amplified sequence 1 ,130,1,0,1,0,0,0,0,0,0,hsa-miR-140-5p,0.0044,0.0316,0.1886,-0.14,-0.19,0.49,"NULL
"
MGAT1,ENST00000333055.3,"mannosyl (alpha-1,3-)-glycoprotein beta-1,2-N-acetylglucosaminyltransferase ",831,1,0,1,0,0,0,0,0,2,hsa-miR-140-5p,0.0084,0.0588,0.3221,-0.14,-0.14,0.61,"2007, 2009, 2011
"
DNAH10OS,ENST00000514254.2,"dynein, axonemal, heavy chain 10 opposite strand ",89,1,0,1,0,0,0,0,0,2,hsa-miR-140-5p,0.0064,0.0465,0.3076,-0.14,-0.14,< 0.1,"NULL
"
RALGPS1,ENST00000259351.5,Ral GEF with PH domain and SH3 binding motif 1 ,34,1,0,1,0,1,0,1,0,2,hsa-miR-140-5p,0.0152,0.1078,0.6273,-0.14,-0.16,0.56,"2009, 2011
"
DCUN1D3,ENST00000324344.4,"DCN1, defective in cullin neddylation 1, domain containing 3 ",53,1,0,1,0,0,0,0,0,0,hsa-miR-140-5p,0.0048,0.034,0.1949,-0.14,-0.22,0.59,"2007, 2009, 2011
"
BCL9,ENST00000234739.3,B-cell CLL/lymphoma 9 ,70,1,0,1,0,0,0,0,0,0,hsa-miR-140-5p,0.0029,0.0208,0.1365,-0.13,-0.15,0.59,"2007, 2011
"
FAM46A,ENST00000369754.3,"family with sequence similarity 46, member A ",899,1,0,0,1,0,0,0,0,0,hsa-miR-140-5p,0.0039,0.0289,0.2005,-0.13,-0.13,0.45,"2007, 2009, 2011
"
ACTR1A,ENST00000487599.1,"ARP1 actin-related protein 1 homolog A, centractin alpha (yeast) ",190,1,0,0,1,0,0,0,0,0,hsa-miR-140-5p,0.0039,0.0284,0.1793,-0.13,-0.17,0.52,2009
MAPK1,ENST00000215832.6,mitogen-activated protein kinase 1 ,630,1,1,0,0,0,0,0,0,1,hsa-miR-140-5p,0.0037,0.0265,0.1651,-0.13,-0.31,0.65,"2009, 2011
"
MAPK4,ENST00000592595.1,mitogen-activated protein kinase 4 ,77,1,0,0,1,0,0,0,0,1,hsa-miR-140-5p,0.0019,0.014,0.0997,-0.13,-0.14,< 0.1,"NULL
"
KIAA0247,ENST00000342745.4,KIAA0247 ,161,1,0,0,1,0,0,0,0,1,hsa-miR-140-5p,0.005,0.0362,0.2434,-0.13,-0.13,0.55,"2009, 2011
"
TSPAN17,ENST00000298564.10,tetraspanin 17 ,849,1,0,1,0,0,0,0,0,0,hsa-miR-140-5p,0.0044,0.032,0.1962,-0.13,-0.13,< 0.1,"NULL
"
IL1RAPL1,ENST00000378993.1,interleukin 1 receptor accessory protein-like 1 ,5,1,0,0,1,1,0,1,0,1,hsa-miR-140-5p,0.003,0.0218,0.1416,-0.13,-0.21,0.36,2007
ANKIB1,ENST00000265742.3,ankyrin repeat and IBR domain containing 1 ,127,1,0,1,0,0,0,0,0,0,hsa-miR-140-5p,0.0067,0.048,0.2994,-0.13,-0.13,0.47,"NULL
"
KDM5A,ENST00000399788.2,lysine (K)-specific demethylase 5A ,118,1,0,0,1,1,0,0,1,1,hsa-miR-140-5p,0.0054,0.0397,0.2777,-0.13,-0.17,0.46,"NULL
"
RAD54L2,ENST00000409535.2,RAD54-like 2 (S. cerevisiae) ,215,1,1,0,0,0,0,0,0,1,hsa-miR-140-5p,0.0134,0.0935,0.5046,-0.13,-0.13,0.72,"NULL
"
PLEKHG3,ENST00000247226.7,"pleckstrin homology domain containing, family G (with RhoGef domain) member 3 ",97,1,0,1,0,0,0,0,0,0,hsa-miR-140-5p,0.005,0.0356,0.2067,-0.12,-0.21,0.64,"2009, 2011
"
PGAP3,ENST00000579146.1,post-GPI attachment to proteins 3 ,6,1,0,0,1,0,0,0,0,0,hsa-miR-140-5p,0.0018,0.0134,0.0915,-0.12,-0.12,0.42,"2009, 2011
"
AQP4,ENST00000383168.4,aquaporin 4 ,10,1,0,0,1,0,0,0,0,3,hsa-miR-140-5p,0.0074,0.0539,0.3575,-0.12,-0.16,0.34,"NULL
"
APPBP2,ENST00000083182.3,amyloid beta precursor protein (cytoplasmic tail) binding protein 2 ,907,1,0,1,0,0,0,0,0,1,hsa-miR-140-5p,0.0038,0.0277,0.1814,-0.12,-0.12,0.49,"NULL
"
USP6NL,ENST00000609104.1,USP6 N-terminal like ,183,1,0,1,0,0,0,0,0,2,hsa-miR-140-5p,0.0059,0.0423,0.2563,-0.12,-0.21,0.48,"NULL
"
CTCF,ENST00000264010.4,CCCTC-binding factor (zinc finger protein) ,1037,1,0,1,0,0,0,0,0,1,hsa-miR-140-5p,0.0061,0.0442,0.2833,-0.12,-0.12,0.51,"2007, 2009, 2011
"
RALGPS2,ENST00000367635.3,Ral GEF with PH domain and SH3 binding motif 2 ,201,1,0,1,0,0,0,0,0,0,hsa-miR-140-5p,0.0068,0.0488,0.2955,-0.12,-0.12,0.64,2011
PANK3,ENST00000239231.6,pantothenate kinase 3 ,522,1,0,1,0,3,0,3,0,0,hsa-miR-140-5p,0.0077,0.0554,0.3432,-0.12,-0.38,0.59,"NULL
"
PRR14L,ENST00000434485.1,proline rich 14-like ,39,1,0,1,0,0,0,0,0,0,hsa-miR-140-5p,0.0098,0.0693,0.3941,-0.12,-0.12,0.54,2011
SLC38A2,ENST00000256689.5,"solute carrier family 38, member 2 ",696,1,0,1,0,0,0,0,0,0,hsa-miR-140-5p,0.0064,0.0443,0.2295,-0.12,-0.23,0.53,"2007, 2009, 2011
"
RBM39,ENST00000253363.6,RNA binding motif protein 39 ,182,1,0,1,0,0,0,0,0,0,hsa-miR-140-5p,0.0024,0.0172,0.1026,-0.12,-0.27,0.55,"2007, 2009, 2011
"
HMGN5,ENST00000358130.2,high mobility group nucleosome binding domain 5 ,46,1,1,0,0,0,0,0,0,0,hsa-miR-140-5p,0.0014,0.0103,0.0675,-0.12,-0.29,0.19,"NULL
"
PBRM1,ENST00000356770.4,polybromo 1 ,689,1,0,1,0,0,0,0,0,0,hsa-miR-140-5p,0.0096,0.0675,0.3661,-0.12,-0.12,0.53,"2009, 2011
"
CDYL,ENST00000343762.5,"chromodomain protein, Y-like ",24,1,0,1,0,0,0,0,0,0,hsa-miR-140-5p,0.0051,0.0359,0.1963,-0.12,-0.2,0.52,"2009, 2011
"
SPRY4,ENST00000344120.4,sprouty homolog 4 (Drosophila) ,110,1,0,1,0,0,0,0,0,0,hsa-miR-140-5p,0.0043,0.0314,0.2033,-0.12,-0.14,0.55,"2007, 2009, 2011
"
PLOD1,ENST00000196061.4,"procollagen-lysine, 2-oxoglutarate 5-dioxygenase 1 ",5056,1,0,1,0,1,0,1,0,0,hsa-miR-140-5p,0.0054,0.0385,0.2357,-0.12,-0.41,0.66,"2007, 2011
"
FLJ00104,ENST00000446344.1,HCG1980662; Uncharacterized protein  ,60,1,0,1,0,0,0,0,0,2,hsa-miR-140-5p,0.0053,0.0384,0.2585,-0.11,-0.11,0.6,"NULL
"
ADCY6,ENST00000357869.3,adenylate cyclase 6 ,6,1,0,1,0,0,0,0,0,0,hsa-miR-140-5p,0.0079,0.0555,0.3118,-0.11,-0.11,0.58,"2007, 2009, 2011
"
NPR3,ENST00000265074.8,natriuretic peptide receptor C/guanylate cyclase C (atrionatriuretic peptide receptor C) ,517,1,1,0,0,0,0,0,0,1,hsa-miR-140-5p,0.0044,0.0306,0.1633,-0.11,-0.35,0.77,2011
BIRC6,ENST00000421745.2,baculoviral IAP repeat containing 6 ,555,1,0,1,0,0,0,0,0,0,hsa-miR-140-5p,0.0099,0.0708,0.4278,-0.11,-0.11,0.59,"2007, 2009, 2011
"
SHF,ENST00000560540.1,Src homology 2 domain containing F ,112,1,0,0,1,0,0,0,0,0,hsa-miR-140-5p,0.0012,0.0091,0.0633,-0.11,-0.11,< 0.1,"NULL
"
TJP1,ENST00000346128.6,tight junction protein 1 ,140,1,0,1,0,1,0,0,1,1,hsa-miR-140-5p,0.0036,0.0266,0.1845,-0.11,-0.33,0.55,2007
ZNF710,ENST00000268154.4,zinc finger protein 710 ,5,1,0,0,1,0,0,0,0,1,hsa-miR-140-5p,0.0057,0.0413,0.2818,-0.11,-0.11,0.35,"2007, 2011
"
TNN,ENST00000239462.4,tenascin N ,17,1,0,1,0,0,0,0,0,0,hsa-miR-140-5p,0.0037,0.0252,0.12,-0.11,-0.4,0.49,"2009, 2011
"
WDR37,ENST00000358220.1,WD repeat domain 37 ,107,1,0,1,0,2,0,1,1,2,hsa-miR-140-5p,0.0054,0.0388,0.2433,-0.1,-0.28,0.53,"NULL
"
SMCR8,ENST00000406438.3,"Smith-Magenis syndrome chromosome region, candidate 8 ",219,1,0,1,0,0,0,0,0,2,hsa-miR-140-5p,0.0097,0.0707,0.4599,-0.1,-0.1,0.45,"NULL
"
POMGNT1,ENST00000396420.3,"protein O-linked mannose N-acetylglucosaminyltransferase 1 (beta 1,2-) ",2123,1,0,1,0,0,0,0,0,1,hsa-miR-140-5p,0.0029,0.0216,0.149,-0.1,-0.1,< 0.1,"NULL
"
RC3H1,ENST00000367696.2,ring finger and CCCH-type domains 1 ,165,1,0,0,1,0,0,0,0,1,hsa-miR-140-5p,0.0051,0.0371,0.2553,-0.1,-0.1,0.54,"2007, 2009, 2011
"
ZC3HAV1,ENST00000242351.5,"zinc finger CCCH-type, antiviral 1 ",45,1,0,1,0,1,0,0,1,0,hsa-miR-140-5p,0.0077,0.0554,0.3537,-0.1,-0.1,0.56,"2009, 2011
"
NDST1,ENST00000261797.6,N-deacetylase/N-sulfotransferase (heparan glucosaminyl) 1 ,13660,1,0,1,0,1,0,1,0,0,hsa-miR-140-5p,0.01,0.0724,0.4756,-0.1,-0.1,0.56,"2009, 2011
"
GPR107,ENST00000372410.3,G protein-coupled receptor 107 ,1429,1,0,1,0,0,0,0,0,0,hsa-miR-140-5p,0.0051,0.037,0.2282,-0.09,-0.11,0.51,2011
CLSTN2,ENST00000458420.3,calsyntenin 2 ,119,1,0,1,0,1,0,1,0,3,hsa-miR-140-5p,0.0127,0.091,0.5578,-0.09,-0.16,0.57,"NULL
"
UBE2J1,ENST00000435041.2,"ubiquitin-conjugating enzyme E2, J1 ",1318,1,0,1,0,1,0,0,1,2,hsa-miR-140-5p,0.0035,0.0249,0.1525,-0.09,-0.42,0.58,"NULL
"
CHRM3,ENST00000255380.4,"cholinergic receptor, muscarinic 3 ",47,1,0,1,0,0,0,0,0,2,hsa-miR-140-5p,0.0041,0.0299,0.191,-0.09,-0.19,0.45,"NULL
"
JHDM1D,ENST00000397560.2,jumonji C domain containing histone demethylase 1 homolog D (S. cerevisiae) ,470,1,0,1,0,0,0,0,0,0,hsa-miR-140-5p,0.008,0.0572,0.3465,-0.09,-0.1,0.5,2009
DAG1,ENST00000515359.2,dystroglycan 1 (dystrophin-associated glycoprotein 1) ,241,1,0,1,0,0,0,0,0,1,hsa-miR-140-5p,0.0051,0.0372,0.2385,-0.09,-0.12,0.51,"2007, 2011
"
IGSF3,ENST00000369486.3,"immunoglobulin superfamily, member 3 ",141,1,0,1,0,0,0,0,0,0,hsa-miR-140-5p,0.0031,0.0222,0.1457,-0.09,-0.14,0.53,"2007, 2009, 2011
"
FAM211A,ENST00000409083.3,"family with sequence similarity 211, member A ",23,1,0,0,1,0,0,0,0,0,hsa-miR-140-5p,0.0028,0.02,0.1264,-0.09,-0.21,0.56,"NULL
"
TP53INP1,ENST00000448464.2,tumor protein p53 inducible nuclear protein 1 ,39,1,0,1,0,0,0,0,0,0,hsa-miR-140-5p,0.0027,0.0196,0.1196,-0.08,-0.23,0.47,2011
HDAC4,ENST00000345617.3,histone deacetylase 4 ,48,1,0,1,0,0,0,0,0,0,hsa-miR-140-5p,0.0053,0.0379,0.2345,-0.08,-0.1,0.59,"2007, 2009, 2011
"
CACNA1C,ENST00000399655.1,"calcium channel, voltage-dependent, L type, alpha 1C subunit ",69,1,0,1,0,0,0,0,0,1,hsa-miR-140-5p,0.0063,0.0444,0.253,-0.08,-0.12,0.63,2011
PURB,ENST00000395699.2,purine-rich element binding protein B ,497,1,0,0,1,0,0,0,0,0,hsa-miR-140-5p,0.0035,0.0253,0.1616,-0.08,-0.18,0.58,"2007, 2009, 2011
"
TM7SF3,ENST00000343028.4,transmembrane 7 superfamily member 3 ,35,1,1,0,0,0,0,0,0,0,hsa-miR-140-5p,0.0018,0.0124,0.0669,-0.08,-0.42,0.57,2011
FBXL4,ENST00000369244.2,F-box and leucine-rich repeat protein 4 ,321,1,0,1,0,1,0,1,0,0,hsa-miR-140-5p,0.0064,0.0462,0.2793,-0.08,-0.13,0.45,"NULL
"
ZNF74,ENST00000357502.5,zinc finger protein 74 ,142,1,0,1,0,0,0,0,0,2,hsa-miR-140-5p,0.0041,0.0298,0.1876,-0.08,-0.1,< 0.1,"NULL
"
THRA,ENST00000450525.2,"thyroid hormone receptor, alpha ",547,1,0,0,1,0,0,0,0,0,hsa-miR-140-5p,0.0045,0.0322,0.1998,-0.08,-0.08,0.37,"NULL
"
LANCL3,ENST00000378621.3,LanC lantibiotic synthetase component C-like 3 (bacterial) ,15,1,1,0,0,1,0,0,1,1,hsa-miR-140-5p,0.0037,0.0267,0.1807,-0.08,-0.25,0.3,"NULL
"
EXTL1,ENST00000374280.3,exostosin-like glycosyltransferase 1 ,35,1,0,0,1,0,0,0,0,0,hsa-miR-140-5p,0.0022,0.016,0.1059,-0.08,-0.11,0.36,"2007, 2009, 2011
"
FADS1,ENST00000350997.7,fatty acid desaturase 1 ,1170,1,0,1,0,3,1,2,0,1,hsa-miR-140-5p,0.0082,0.0588,0.3746,-0.07,-0.49,0.52,"2007, 2009, 2011
"
MYH9,ENST00000216181.5,"myosin, heavy chain 9, non-muscle ",1317,1,0,0,1,0,0,0,0,0,hsa-miR-140-5p,0.0013,0.0095,0.067,-0.07,-0.09,0.54,"2007, 2011
"
DGKH,ENST00000261491.5,"diacylglycerol kinase, eta ",46,1,0,1,0,0,0,0,0,3,hsa-miR-140-5p,0.0131,0.0923,0.5252,-0.07,-0.09,0.46,"NULL
"
MPP2,ENST00000377184.3,"membrane protein, palmitoylated 2 (MAGUK p55 subfamily member 2) ",78,1,0,1,0,0,0,0,0,0,hsa-miR-140-5p,0.0062,0.0441,0.2487,-0.07,-0.08,0.59,"2009, 2011
"
SNTB2,ENST00000336278.4,"syntrophin, beta 2 (dystrophin-associated protein A1, 59kDa, basic component 2) ",254,1,1,0,0,0,0,0,0,0,hsa-miR-140-5p,0.0036,0.025,0.1262,-0.07,-0.24,0.75,"2009, 2011
"
SMURF1,ENST00000361368.2,SMAD specific E3 ubiquitin protein ligase 1 ,58,1,0,1,0,0,0,0,0,1,hsa-miR-140-5p,0.0024,0.0173,0.1122,-0.07,-0.28,0.65,"2009, 2011
"
TBC1D22B,ENST00000373491.3,"TBC1 domain family, member 22B ",127,1,0,1,0,0,0,0,0,2,hsa-miR-140-5p,0.0046,0.0338,0.2331,-0.06,-0.06,0.47,"2007, 2009, 2011
"
RAD1,ENST00000382038.2,RAD1 homolog (S. pombe) ,584,1,0,1,0,0,0,0,0,0,hsa-miR-140-5p,0.0023,0.0162,0.0996,-0.06,-0.19,0.46,"NULL
"
MID2,ENST00000262843.6,midline 2 ,194,1,0,1,0,0,0,0,0,0,hsa-miR-140-5p,0.0033,0.024,0.1531,-0.06,-0.08,0.51,2011
PAK4,ENST00000599386.1,p21 protein (Cdc42/Rac)-activated kinase 4 ,130,1,0,1,0,0,0,0,0,0,hsa-miR-140-5p,0.0025,0.0182,0.1208,-0.06,-0.06,0.44,"NULL
"
NFAT5,ENST00000354436.2,"nuclear factor of activated T-cells 5, tonicity-responsive ",128,1,0,1,0,1,0,1,0,3,hsa-miR-140-5p,0.0089,0.064,0.3956,-0.06,-0.12,0.65,"2007, 2009, 2011
"
EHD4,ENST00000220325.4,EH-domain containing 4 ,515,1,0,1,0,0,0,0,0,1,hsa-miR-140-5p,0.0017,0.0121,0.0778,-0.06,-0.23,0.45,"NULL
"
KIAA1199,ENST00000220244.3,KIAA1199 ,660,1,0,1,0,0,0,0,0,0,hsa-miR-140-5p,0.0057,0.0413,0.2786,-0.06,-0.06,0.53,"2007, 2009, 2011
"
CUL3,ENST00000264414.4,cullin 3 ,1476,1,1,0,0,0,0,0,0,1,hsa-miR-140-5p,0.0017,0.0122,0.0734,-0.06,-0.39,0.72,"2007, 2009, 2011
"
CREB1,ENST00000432329.2,cAMP responsive element binding protein 1 ,295,1,0,1,0,0,0,0,0,2,hsa-miR-140-5p,0.0054,0.0391,0.2438,-0.06,-0.18,0.53,2011
